site_name,continent,country,specific_mar_type,soil_class_val,longitude,latitude,optional,soil_grp
Noordhollands Duinreservaat,Europe,Netherlands,Infiltration basin,12,4.621,52.547,TRUE,B/D
Shingnapur,Asia,India,Bank filtration,14,77.489684,20.942633,TRUE,D/D
Riverton Heights and Boulevard Park,North America,USA,Aquifer storage and recovery,3,-122.306685,47.497631,TRUE,C
Dominguez Gap Spreading Grounds,North America,USA,Infiltration basin,3,-118.203074,33.845733,TRUE,C
Linkes Tumed-Banne,Asia,China,Aquifer storage and recovery,13,111.863823,40.785557,TRUE,C/D
Verdun-sur-Garonne,Europe,France,Infiltration basin,3,1.236389,43.85389,TRUE,C
Shitoro,Asia,Japan,Subsurface Dam,3,138.1081,34.841013,TRUE,C
Fazenda Sítio Manoel,South America,Brasil,Subsurface Dam,13,-36.373584,-6.524552,TRUE,C/D
Oak Creek,North America,USA,Aquifer storage and recovery,3,-87.92191,42.874693,TRUE,C
Lower Flagstone Creek Weir  (Lockyer Valley),Oceania,Australia,Check dam,14,152.142102,-27.592346,TRUE,D/D
Al Ansab,Asia,Oman,Check dam,2,58.343948,23.548235,TRUE,B
Atlantis Water Resource Management Scheme (AWRMS),Africa,South Africa,Infiltration basin,3,18.449092,-33.628087,TRUE,C
Comarca Lagunera,North America,Mexico,Infiltration basin,3,-103.433333,25.55,TRUE,C
Södertälje,Europe,Sweden,Infiltration basin,13,17.625,59.195,TRUE,C/D
Xian,Asia,China,Aquifer storage using wells,3,108.931544,34.322784,TRUE,C
Westbrook Ave. ASR Site,North America,USA,Aquifer storage and recovery,3,-77.833933,34.22335,TRUE,C
Rokugo basin 2,Asia,Japan,Infiltration basin,3,140.568056,39.416667,TRUE,C
Qingfeng Farm,Asia,China,Aquifer storage and recovery,13,133.072354,45.786947,TRUE,C/D
United Water,North America,USA,Aquifer storage and recovery,3,-116.283314,43.576807,TRUE,C
Redmond ASR,North America,USA,Aquifer storage and recovery,3,-122.10887,47.677008,TRUE,C
Agon-Coutainville,Europe,France,Infiltration basin,13,-1.59444444,49.05527778,TRUE,C/D
Springtree – City of Sunrise ASR System,North America,USA,Aquifer storage and recovery,3,-80.2611111,26.1758333,TRUE,C
Cuenca del Río Sonora,North America,Mexico,Infiltration basin,4,-110.954286,29.068506,TRUE,D
"Federal Savings & Loan Association Building - 27G1,2",North America,USA,Aquifer storage and recovery,3,-122.670789,45.630385,TRUE,C
Valles Centrales de Oaxaca,North America,Mexico,Channel infiltration/spreading,4,-96.578188,16.964935,TRUE,D
Aquífero Cauê – Área de influência Fechos Auxiliar,South America,Brasil,Infiltration basin,3,-60.9,-7.78,TRUE,C
Culemborg,Europe,Netherlands,Bank filtration,3,5.233,51.948,TRUE,C
Mündelheim,Europe,Germany,Bank filtration,12,6.688,51.369,TRUE,B/D
"Fengtai, Peking",Asia,China,Surface flooding and ditch-and-furrow,3,116.248785,39.829667,TRUE,C
Har Ki Pauri,Asia,India,Bank filtration,13,78.175776,29.961269,TRUE,C/D
Jinlang Shangquan,Asia,China,Aquifer storage using wells,3,123.440514,41.775012,TRUE,C
Ankeny ASR,North America,USA,Aquifer storage and recovery,3,-93.610611,41.729115,TRUE,C
Kroombit Dam (Callide Valley),Oceania,Australia,Channel infiltration/spreading,4,150.772157,-24.417232,TRUE,D
La Mitidja Legros System,Africa,Algeria,Infiltration basin,3,2.883073,36.585054,TRUE,C
Oued Biskra,Africa,Algeria,Check dam,2,5.7425,34.89222222,TRUE,B
Stolpe,Europe,Germany,Surface flooding and ditch-and-furrow,2,13.26,52.66,TRUE,B
Wesseling-Hersel,Europe,Germany,Bank filtration,13,6.993,50.822,TRUE,C/D
Lake Manatee ASR Wells,North America,USA,Aquifer storage and recovery,2,-82.354684,27.488002,TRUE,B
Sulaibyia,Asia,Kuwait,Infiltration basin,3,47.799633,29.282019,TRUE,C
Montclair Basin,North America,USA,Infiltration basin,3,-117.702081,34.087024,TRUE,C
Grobbendonk,Europe,Belgium,Infiltration basin,1,4.7167,51.2,TRUE,A
Pleasanton,North America,USA,Aquifer storage and recovery,3,-121.878132,37.663808,TRUE,C
Troutman Water Treatment Facility (formerly Port Malabar),North America,USA,Aquifer storage and recovery,12,-80.598938,28.025659,TRUE,B/D
Fort Dix Land Application Site Infiltration Basin Project,North America,USA,Infiltration basin,2,-74.613484,39.983723,TRUE,B
Orangeburg ASR,North America,USA,Aquifer storage and recovery,3,-80.874017,33.489716,TRUE,C
850 Nongchang,Asia,China,Aquifer storage and recovery,13,132.492276,45.733463,TRUE,C/D
WW Burgaltendorf,Europe,Germany,Infiltration basin,3,7.105129,51.428426,TRUE,C
West Palm Beach WTP,North America,USA,Aquifer storage and recovery,3,-80.06361111,26.71638888,TRUE,C
river Esgueva,Europe,Spain,Aquifer storage and recovery,3,-4.95,41.83,TRUE,C
Hietasalo,Europe,Finland,Bank filtration,3,27.68,62.893,TRUE,C
San Jerónimo Silacayoapilla,North America,Mexico,Check dam,14,-97.849213,17.803086,TRUE,D/D
River View Basin,North America,USA,Infiltration basin,3,-117.866196,33.823354,TRUE,C
Ie,Asia,Japan,Subsurface Dam,3,127.80761,26.727622,TRUE,C
Derwent Park,Oceania,Australia,Aquifer storage and recovery,3,147.293093,-42.830898,TRUE,C
Westhofen1,Europe,Germany,Infiltration basin,13,7.53417,51.41527,TRUE,C/D
Glasgow,Europe,United Kingdom,Bank filtration,3,-4.252396,55.87261,TRUE,C
FE-1R,Europe,Spain,Aquifer storage and recovery,3,-3.72626,40.526561,TRUE,C
Tea Tree Gully Golf Course,Oceania,Australia,Aquifer storage and recovery,4,138.7293378,-34.8035991,TRUE,D
Kiindu Dam 6,Africa,Kenia,Subsurface Dam,4,37.99972,-1.45142,TRUE,D
Eland Platinum Mine,Africa,South Africa,Sand Dams,4,27.881128,-25.630232,TRUE,D
Calleguas – Metropolitan Water District,North America,USA,Aquifer storage and recovery,3,-118.832248,34.246567,TRUE,C
N/A,Asia,China,Subsurface Dam,3,80.840264,38.850061,TRUE,C
Assentamento Pedro Henrique - BS-2 (Owner: Severino Candido de Araújo),South America,Brasil,Subsurface Dam,3,-35.75722,-6.78083,TRUE,C
"AQUITOPIA, Gareh-Bygone-Plain",Asia,Iran,Surface flooding and ditch-and-furrow,3,53.934367,28.60562,TRUE,C
Fish Canyon Spreading Grounds,North America,USA,Check dam,3,-117.922022,34.155909,TRUE,C
Saticoy,North America,USA,Infiltration basin,3,-119.142216,34.279271,TRUE,C
Adam's ASR test site,North America,Canada,Aquifer storage and recovery,3,-106.70293,52.276007,TRUE,C
Croissy-sur-Seine,Europe,France,Infiltration basin,3,2.142506,48.87968,TRUE,C
Santa Clara County Water District,North America,USA,Aquifer storage and recovery,13,-121.863073,37.322411,TRUE,C/D
Carmona,Europe,Spain,Infiltration basin,3,-5.98,37.26,TRUE,C
Irwindale Spreading Grounds/ Manning Pit,North America,USA,Infiltration basin,3,-117.932957,34.098292,TRUE,C
Lagoa da Petrobrás,South America,Brasil,Infiltration basin,3,-35.227377,-5.831019,TRUE,C
Pallejà,Europe,Spain,Bank filtration,3,2.01,41.42,TRUE,C
Komesu,Asia,Japan,Subsurface Dam,3,127.696863,26.094785,TRUE,C
Gordons Corner Well-Injection Facility,North America,USA,Aquifer storage using wells,2,-74.275669,40.334697,TRUE,B
Clackamas River Water ASR,North America,USA,Aquifer storage and recovery,13,-122.582873,45.361589,TRUE,C/D
Ban Nong Na (Nong Kula) 2,Asia,Thailand,Infiltration basin,13,99.999297,16.646433,TRUE,C/D
Vehonniemi- Isokangas Esker,Europe,Finland,Bank filtration,2,24.2,61.382,TRUE,B
Burdekin Delta,Oceania,Australia,Infiltration basin,4,147.4199768,-19.612734,TRUE,D
C-111 infiltration basins,North America,USA,Infiltration basin,13,-80.474013,25.464079,TRUE,C/D
Bora,Asia,Japan,Subsurface Dam,13,125.424377,24.732382,TRUE,C/D
Honeywell,North America,USA,Aquifer storage and recovery,3,-112.081792,33.466335,TRUE,C
Lagoa do Makro,South America,Brasil,Infiltration basin,2,-35.2098,-5.86292,TRUE,B
Linden ponds,North America,USA,Infiltration basin,3,-117.399334,34.154521,TRUE,C
Sierra Madre Spreading Grounds,North America,USA,Infiltration basin,3,-118.040127,34.165474,TRUE,C
Hall-Wentland,North America,USA,Surface flooding and ditch-and-furrow,3,-118.412346,45.999006,TRUE,C
Izena,Asia,Japan,Subsurface Dam,3,127.936413,26.935233,TRUE,C
Soreq-1,Asia,Israel,Infiltration basin,3,34.765221,31.960645,TRUE,C
Gheraiesti,Europe,Romania,Bank filtration,3,26.90449,46.59933,TRUE,C
Harpers Field,Oceania,Australia,Aquifer storage and recovery,4,138.729286,-34.774361,TRUE,D
Youlambie Weir (Three Moon Creek),Oceania,Australia,Check dam,4,151.096769,-24.819166,TRUE,D
Kalateh Asad recharge project,Asia,Iran,Check dam,2,55.625878,36.404847,TRUE,B
Dashin,Asia,China,Surface flooding and ditch-and-furrow,3,116.169693,39.641662,TRUE,C
L-63N (Taylor Creek) ASR System,North America,USA,Aquifer storage and recovery,2,-80.785901,27.238903,TRUE,B
Wasilkow,Europe,Poland,Infiltration basin,2,23.19394,53.19352,TRUE,B
Andritz,Europe,Austria,Bank filtration,3,15.426,47.111,TRUE,C
Área do Instituto de Pesquisas Hidráulicas - UFRGS - Trincheira 2,South America,Brasil,Trenches,13,-51.114595,-30.076102,TRUE,C/D
Direct Injection at Cabezon,North America,USA,Aquifer storage using wells,3,-106.669859,35.269552,TRUE,C
Reijerwaard,Europe,Netherlands,Bank filtration,13,4.6,51.88,TRUE,C/D
Cania Dam (Three Moon Creek),Oceania,Australia,Check dam,3,150.985074,-24.650774,TRUE,C
Campo de pozos de Barranca,South America,Costa Rica,Bank filtration,13,-84.69346111,9.998702778,TRUE,C/D
Calvinia artificial recharge scheme,Africa,South Africa,Aquifer storage and recovery,3,19.773245,-31.464017,TRUE,C
Xiao Zhen Cun,Asia,China,Subsurface Dam,13,117.694767,37.068383,TRUE,C/D
Remmerden,Europe,Netherlands,Bank filtration,3,5.534663,51.97388,TRUE,C
San Gabriel Coastal Spreading Grounds,North America,USA,Infiltration basin,3,-118.077179,33.990456,TRUE,C
Hickory Basin,North America,USA,Infiltration basin,3,-117.510832,34.09242,TRUE,C
Echo Meadows,North America,USA,Surface flooding and ditch-and-furrow,3,-119.265419,45.76608,TRUE,C
Kotwal Cheruvu,Asia,India,Check dam,3,78.418538,17.124582,TRUE,C
"Ci, Handan",Asia,China,Aquifer storage using wells,3,114.225621,36.344002,TRUE,C
Bodenheim,Europe,Germany,Bank filtration,13,8.325,49.937,TRUE,C/D
Missouri River - Missouri–American Water Company,North America,USA,Bank filtration,3,-94.670103,39.189814,TRUE,C
Hartfield Park,Oceania,Australia,Aquifer storage and recovery,3,115.997794,-31.99489,TRUE,C
Tanggeli Desert,Asia,China,Infiltration basin,13,105.124609,37.585192,TRUE,C/D
Parfit Square,Oceania,Australia,Aquifer storage and recovery,3,138.5818388,-34.8996161,TRUE,C
Innovation Farm,Asia,China,Infiltration basin,13,133.043657,47.365331,TRUE,C/D
San Sevaine Flood Control Basins,North America,USA,Infiltration basin,3,-117.492214,34.143642,TRUE,C
s-Gravendeel,Europe,Netherlands,Bank filtration,3,4.617949,51.78053,TRUE,C
Sedgefield,Africa,South Africa,Infiltration basin,3,22.805502,-34.021103,TRUE,C
Rokugo basin 1,Asia,Japan,Infiltration basin,3,140.559722,39.418056,TRUE,C
El Rio spreading grounds,North America,USA,Infiltration basin,3,-119.154675,34.2449,TRUE,C
Chaco Central,South America,Paraguay,Aquifer storage using wells,13,-60.0166667,-22.333333,TRUE,C/D
NW Umapine site,North America,USA,Infiltration basin,3,-118.503538,45.979755,TRUE,C
Moulle,Europe,France,Infiltration basin,3,2.17,50.79,TRUE,C
Tongji University,Asia,China,Aquifer storage and recovery,3,111.268567,34.186181,TRUE,C
Murray Avenue,North America,USA,Aquifer storage and recovery,2,-75.026402,39.925997,TRUE,B
Tarim Basin,Asia,China,Subsurface Dam,3,80.840264,38.850061,TRUE,C
Dinamarca,South America,Brasil,Subsurface Dam,3,-37.23023,-6.4053,TRUE,C
Chang'an University,Asia,China,Aquifer storage and recovery,13,108.954279,34.231632,TRUE,C/D
Plaine de Millegrand,Europe,France,Aquifer storage using wells,13,2.440985933,43.20966004,TRUE,C/D
Na Grobli,Europe,Poland,Infiltration basin,3,17.058,51.1045,TRUE,C
N/A,Asia,China,Surface flooding and ditch-and-furrow,3,116.169693,39.641662,TRUE,C
Linkes Tumed-Banne,Asia,China,Aquifer storage and recovery,13,111.515349,40.728667,TRUE,C/D
Heywood Park,Oceania,Australia,Aquifer storage and recovery,3,138.6026621,-34.961318,TRUE,C
"Minqin, Wuwei",Asia,China,Infiltration basin,3,102.647167,37.909021,TRUE,C
Santiago Creek: Santiago Basins - Hart Park (3),North America,USA,Infiltration basin,3,-117.832347,33.78308,TRUE,C
El Paso Water Utilities 3 (EPWU),North America,USA,Infiltration basin,3,-106.424907,31.968394,TRUE,C
Moore's Bridges Filter Plant,North America,USA,Aquifer storage and recovery,13,-76.20312,36.872589,TRUE,C/D
Fazenda Caraíba,South America,Brasil,Subsurface Dam,3,-40.2,-11.46667,TRUE,C
Grenade,Europe,France,Infiltration basin,3,1.293294114,43.77177108,TRUE,C
Aflaj,Asia,Oman,Check dam,3,58.001307,23.606725,TRUE,C
Chaobai River,Asia,China,Check dam,3,116.984759,40.426251,TRUE,C
Highlands Ranch ASR Program,North America,USA,Aquifer storage and recovery,3,-104.95322,39.54179,TRUE,C
Zhengzhou,Asia,China,Infiltration basin,13,113.784243,34.834083,TRUE,C/D
Mahdia-Ksour Essef aquifer,Africa,Tunisia,Bank filtration,3,11.06222,35.50472,TRUE,C
Belcaire,Europe,Spain,Aquifer storage and recovery,3,-0.21,39.81,TRUE,C
Kabashima,Asia,Japan,Subsurface Dam,3,129.783152,32.561744,TRUE,C
Ana Catchment 3,Africa,Kenia,Subsurface Dam,4,37.96826,-1.36987,TRUE,D
Halstead Diversion well 07143880,North America,USA,Bank filtration,13,-97.519249,38.008083,TRUE,C/D
Kraljevo,Europe,Serbia and Montenegro,Bank filtration,3,20.6868,43.7272,TRUE,C
St. George,North America,USA,Infiltration basin,13,-113.567102,37.082515,TRUE,C/D
Baumberg,Europe,Germany,Bank filtration,3,7.051,51.17,TRUE,C
Cheltenham Racecourse,Oceania,Australia,Aquifer storage and recovery,3,138.532472,-34.867525,TRUE,C
Rossdale Golf Club,Oceania,Australia,Aquifer storage and recovery,3,145.1164,-38.029713,TRUE,C
Schoonhoven,Europe,Netherlands,Bank filtration,3,4.854,51.948,TRUE,C
Stateline Project,North America,USA,Aquifer storage and recovery,3,-117.460373,46.963543,TRUE,C
N/A,Asia,China,Subsurface Dam,13,116.158776,39.703593,TRUE,C/D
Miko,Asia,Japan,Subsurface Dam,13,135.838632,35.622109,TRUE,C/D
Estação Elevatória da Caixa d'água,South America,Brasil,Bank filtration,13,-34.826635,-7.193914,TRUE,C/D
Aldinga wastewater storage and recovery scheme,Oceania,Australia,Aquifer storage and recovery,4,138.48209,-35.289684,TRUE,D
Cole's ASR test site 1,North America,Canada,Aquifer storage using wells,3,-106.475703,52.143753,TRUE,C
Beeckerwerth-Alsum,Europe,Germany,Bank filtration,12,6.7,51.47,TRUE,B/D
Kingswood,Oceania,Australia,Aquifer storage and recovery,3,138.616893,-34.967399,TRUE,C
Iasi,Europe,Romania,Bank filtration,3,27.5903,47.1569,TRUE,C
Adelaide Botanics Garden,Oceania,Australia,Aquifer storage and recovery,3,138.6094452,-34.9161354,TRUE,C
Bielany,Europe,Poland,Infiltration basin,3,19.84,50.042,TRUE,C
Kiindu Dam,Africa,Kenia,Subsurface Dam,4,38.00249,-1.449857,TRUE,D
Hinds/Hekeao MAR Pilot Project,Oceania,New Zealand,Infiltration basin,13,171.61935,-43.879261,TRUE,C/D
Jagsi-Sarfabad shallow,Asia,India,Aquifer storage and recovery,3,76.63632,29.276362,TRUE,C
Louise P. Moon ASR,North America,USA,Aquifer storage and recovery,3,-93.833096,41.617577,TRUE,C
Anaheim Lake,North America,USA,Infiltration basin,3,-117.847346,33.864873,TRUE,C
Sur 1,Asia,Oman,Check dam,2,59.459444,22.526575,TRUE,B
Orba,Europe,Spain,Surface flooding and ditch-and-furrow,3,-0.08,38.78,TRUE,C
Fountain Hills,North America,USA,Aquifer storage and recovery,3,-111.72893,33.606484,TRUE,C
Olive Basin,North America,USA,Infiltration basin,3,-117.841728,33.848304,TRUE,C
Mas-Grenier,Europe,France,Infiltration basin,3,1.197222,43.89139,TRUE,C
Badhyan,Asia,India,Aquifer storage and recovery,3,75.752161,28.976451,TRUE,C
Locher Rd,North America,USA,Infiltration basin,3,-118.474153,46.001784,TRUE,C
Edinburgh Park North,Oceania,Australia,Aquifer storage and recovery,3,138.657301,-34.710873,TRUE,C
Koraro-01,Africa,Ethiopia,Subsurface Dam,3,39.410441,13.974516,TRUE,C
Dohne,Europe,Germany,Bank filtration,3,6.874,51.426,TRUE,C
"Clark County Public Utilities District Building- 27H1,2",North America,USA,Aquifer storage and recovery,3,-122.663473,45.629749,TRUE,C
Isfara aquifer,Asia,Uzbekistan,Infiltration basin,3,70.542695,40.377012,TRUE,C
Nallan Pillai Petral,Asia,India,Subsurface Dam,3,79.251187,12.190454,TRUE,C
Raymond Basin,North America,USA,Infiltration basin,3,-117.908087,33.848565,TRUE,C
Modanetta D,Europe,Italy,Aquifer storage using wells,13,11.523,45.698,TRUE,C/D
Donauinsel Nord,Europe,Austria,Bank filtration,3,16.415,48.236,TRUE,C
Grand Prairie,North America,USA,Aquifer storage using wells,14,-91.417933,34.473909,TRUE,D/D
Hansen Spreading Grounds,North America,USA,Infiltration basin,3,-118.394929,34.249909,TRUE,C
Geneuille,Europe,France,Bank filtration,3,5.969782,47.32335,TRUE,C
Wanghe River,Asia,China,Subsurface Dam,13,119.953193,37.369913,TRUE,C/D
Kharkams,Africa,South Africa,Aquifer storage and recovery,3,17.887575,-30.36846,TRUE,C
Wilwood,North America,USA,Aquifer storage and recovery,2,-74.817914,38.988951,TRUE,B
Wittlaerer Werth,Europe,Germany,Bank filtration,2,6.738,51.297,TRUE,B
Prato,Europe,Italy,Aquifer storage and recovery,3,11.102,43.878,TRUE,C
Qingyang,Asia,China,Surface flooding and ditch-and-furrow,3,107.670036,35.678951,TRUE,C
City of Tigard,North America,USA,Aquifer storage and recovery,3,-122.789759,45.412624,TRUE,C
Jinhe well field,Asia,China,Check dam,3,117.325604,34.780507,TRUE,C
McMullen ASR,North America,USA,Aquifer storage and recovery,3,-93.787204,41.520364,TRUE,C
Yavne-2,Asia,Israel,Infiltration basin,3,34.719292,31.866523,TRUE,C
McCarthy Ranch,North America,USA,Aquifer storage and recovery,3,-119.412243,45.650079,TRUE,C
Haltern,Europe,Germany,Infiltration basin,3,7.204,51.73,TRUE,C
Monster,Europe,Netherlands,Infiltration basin,13,4.197303,52.03517,TRUE,C/D
Nuestra Señora de Fátima,South America,Argentina,Aquifer storage using wells,3,-66.32171631,-30.35154626,TRUE,C
Rolinha,South America,Brasil,Subsurface Dam,3,-37.20542,-6.33115,TRUE,C
Mount Laurel,North America,USA,Aquifer storage and recovery,2,-74.901285,39.944024,TRUE,B
De Rug,Europe,Netherlands,Bank filtration,3,5.823,51.081,TRUE,C
Gatehampton,Europe,United Kingdom,Bank filtration,3,-1.131592,51.52498,TRUE,C
WW Überruhr + WW Horst,Europe,Germany,Bank filtration,13,7.06,51.43,TRUE,C/D
Name,South America,Chile,Trenches,3,-72.15531208,-35.73548532,TRUE,C
Boumerdes aquifer,Africa,Tunisia,Bank filtration,3,11.06222,35.50472,TRUE,C
Glenore Grove Weir  (Lockyer Valley),Oceania,Australia,Check dam,4,152.405378,-27.518374,TRUE,D
Hosterwitz,Europe,Germany,Infiltration basin,2,13.85,51.01,TRUE,B
Olive Grove (Adams Creek),Oceania,Australia,Aquifer storage and recovery,3,138.685288,-34.717029,TRUE,C
Royal Adelaide Golf Club,Oceania,Australia,Aquifer storage and recovery,3,138.5101,-34.896456,TRUE,C
Oregonian Bldg. - 3E3,North America,USA,Aquifer storage and recovery,3,-122.681874,45.514848,TRUE,C
"Portland Medical Center - 34N10,11",North America,USA,Aquifer storage and recovery,3,-122.68166,45.521281,TRUE,C
Fazenda Baixa Verde,South America,Brasil,Subsurface Dam,4,-48.97499,-24.0413066,TRUE,D
Grange Golf Club,Oceania,Australia,Aquifer storage and recovery,3,138.502979,-34.884992,TRUE,C
N/A,Asia,China,Aquifer storage and recovery,3,121.479031,31.224633,TRUE,C
Ship Creek,North America,USA,Infiltration basin,3,-149.674825,61.229513,TRUE,C
Five Coves Basins,North America,USA,Infiltration basin,3,-117.863603,33.837888,TRUE,C
Manatee Road,North America,USA,Aquifer storage and recovery,2,-81.689853,26.046285,TRUE,B
La Güeya,South America,Argentina,Aquifer storage and recovery,3,-61.839694,-29.144444,TRUE,C
N/A,Asia,China,Subsurface Dam,3,107.999626,36.999577,TRUE,C
Manatee Southwest Water Reclamation Facility,North America,USA,Aquifer storage and recovery,2,-82.624524,27.453184,TRUE,B
Mahlenzien,Europe,Germany,Bank filtration,12,12.461,52.326,TRUE,B/D
Zhulong River,Asia,China,Surface flooding and ditch-and-furrow,13,112.784603,35.013485,TRUE,C/D
"Velddriel, Sellik",Europe,Netherlands,Bank filtration,13,5.2955,51.7627,TRUE,C/D
AI-Amalih,Asia,Saudi Arabia,Check dam,2,45.585775,25.590003,TRUE,B
Omaruru Delta (OMDEL),Africa,Namibia,Infiltration basin,2,14.513527,-21.902015,TRUE,B
Dan Region,Asia,Israel,Aquifer storage and recovery,3,34.815588,32.071701,TRUE,C
City of St Helens,North America,USA,Bank filtration,3,-122.814742,45.857228,TRUE,C
Santo Domingo,North America,Mexico,Check dam,4,-100.021111,21.567778,TRUE,D
Glenelg Golf Course,Oceania,Australia,Aquifer storage and recovery,3,138.526311,-34.9617894,TRUE,C
Nadiyapattu Odai,Asia,India,Aquifer storage using wells,3,79.406449,11.662141,TRUE,C
Vernouillet,Europe,France,Bank filtration,3,1.973342996,48.98010354,TRUE,C
291 Farm,Asia,China,Infiltration basin,13,131.512327,46.940808,TRUE,C/D
Gaocheng,Asia,China,Infiltration basin,13,114.86523,38.012931,TRUE,C/D
"Anxin, Baoding",Asia,China,Surface flooding and ditch-and-furrow,3,116.026828,38.952347,TRUE,C
Csepel Island,Europe,Hungary,Bank filtration,2,18.94318,47.29413,TRUE,B
"Jinxiang, Jining",Asia,China,Check dam,3,116.131964,35.062794,TRUE,C
Alice Springs SAT,Oceania,Australia,Infiltration basin,2,133.892612,-23.766975,TRUE,B
Fiveash Water Treatment Plant,North America,USA,Aquifer storage and recovery,13,-80.155505,26.178858,TRUE,C/D
Sant ´Alessio,Europe,Italy,Bank filtration,13,10.51575,43.867103,TRUE,C/D
EMBRAPA – Campo experimental da Caatinga BS-4,South America,Brasil,Subsurface Dam,3,-40.328154,-9.069863,TRUE,C
Lagoa do Preá,South America,Brasil,Infiltration basin,3,-35.20528,-5.827327,TRUE,C
Hardwald,Europe,Switzerland,Infiltration basin,3,7.699,47.532,TRUE,C
Stiller Pond,North America,USA,Infiltration basin,3,-118.468283,46.052001,TRUE,C
San Luís Rio Colorado,North America,Mexico,Infiltration basin,3,-114.824874,32.392221,TRUE,C
Polokwane,Africa,South Africa,Channel infiltration/spreading,13,29.440344,-23.863168,TRUE,C/D
Zoelen,Europe,Netherlands,Aquifer storage and recovery,2,5.402,51.912,TRUE,B
Ouddorp,Europe,Netherlands,Aquifer storage and recovery,12,3.935,51.809,TRUE,B/D
North Reservoir – ASR-1 LM-6210,North America,USA,Aquifer storage and recovery,2,-81.8386111,26.710555,TRUE,B
City of St Helens – 4N/1W-5R1,North America,USA,Aquifer storage and recovery,3,-122.814742,45.857228,TRUE,C
