Site name,Continent,Country,Latitude,Longitude,MAR objective,P-ET
Valle de Toluca,North America,Mexico,19.2826098,-99.6556653,Physical Aquifer Management,224.7373352
Sítio Almeida,South America,Brasil,-7.13384,-35.90199,Maximize Natural Storage,176.4686737
Ban Nong Na (Nong Kula) 1,Asia,Thailand,16.646433,99.999297,Physical Aquifer Management,495.9140015
Kolff,Europe,Netherlands,51.829,5.249,Water Quality Management,477.6199951
"Sindos, Giannitsa Plain",Europe,Greece,40.67,22.8,Water Quality Management,82.94799805
Clarendon Dam (Lockyer Valley),Oceania,Australia,-27.4975507,152.3359946,Maximize Natural Storage,328.697998
Cubeta de Santiuste de San Juan Bautista,Europe,Spain,41.08,-4.57,Other Benefits,276.4819946
Huangshuihe Underground dam,Asia,China,37.740275,120.522914,Physical Aquifer Management,200.5200043
Aguascalientes,North America,Mexico,21.890999,-102.293428,Maximize Natural Storage,127.3146667
Dordrecht,Europe,Netherlands,51.8188,4.665756,Water Quality Management,477.6199951
Nitata (Bhoja Kala),Asia,India,27.140253,76.201294,Maximize Natural Storage,261.2086792
Salem,North America,USA,44.888739,-123.037606,Maximize Natural Storage,815.9286499
Hillsboro ASR System (HASR),North America,USA,26.355307,-80.295232,Ecological Benefits,413.2106628
Valle de Santiago/ Río del Maipo,South America,Chile,-33.45,-70.666667,Maximize Natural Storage,309.2426758
Universidade Federal de São Carlos (UFSCar),South America,Brasil,-21.978339,-47.8805,Physical Aquifer Management,504.9293213
Lake Duthernal,North America,USA,40.40359,-74.370753,no data,639.166687
EMBRAPA – Campo experimental da Caatinga BS-2,South America,Brasil,-9.068088,-40.32788,Maximize Natural Storage,101.4586639
"Haidian, Peking",Asia,China,39.966394,116.319983,Maximize Natural Storage,81.98867035
Capdenac-Gare,Europe,France,44.582,2.082,Water Quality Management,365.2739868
Foissac,Europe,France,44.51086704,2.00351198,Physical Aquifer Management,365.2739868
Muklan,Asia,India,29.068497,75.659481,Water Quality Management,100.7853317
Heel,Europe,Netherlands,51.1886,5.881119,Water Quality Management,477.6199951
Shigaya well field C-105,Asia,Kuwait,29.102865,47.246907,no data,34.03066635
East Meadow – wells,North America,USA,40.711222,-73.559328,Physical Aquifer Management,877.8033447
Tongzhou,Asia,China,40.1139,116.713155,Maximize Natural Storage,81.98867035
La Mitidja Basins,Africa,Algeria,36.520013,3.065827,no data,231.8580017
Corkscrew – Expanded – 5 ASR wells (ASR-1 to ASR-5),North America,USA,26.46339,-81.704603,no data,413.2106628
WW Flehe + WW Staad + WW Holthausen,Europe,Germany,51.295,6.73,Water Quality Management,477.6199951
Xi'an University of Science and Technology,Asia,China,34.226901,108.984051,Physical Aquifer Management,86.19999695
Sar-chahan,Asia,Iran,28.061395,55.877645,Maximize Natural Storage,84.97200012
Tonami (Yasukawa),Asia,Japan,36.625676,137.004001,Maximize Natural Storage,1042.994629
Corkscrew – 2 ASR wells (ASR-1 LM-3982; ASR-2 LM-4267),North America,USA,26.46339,-81.704603,no data,413.2106628
Brigham City,North America,USA,41.50756,-112.031203,no data,10.93466663
Fairbairn Dam,Oceania,Australia,-23.6945582,147.9385056,Maximize Natural Storage,166.4779968
Thompson Creek Spreading Grounds,North America,USA,34.13933,-117.710946,Physical Aquifer Management,59.77133179
Kaifeng,Asia,China,34.790017,114.275198,Physical Aquifer Management,147.5053406
Valle Aconcagua Dren las Vegas,South America,Chile,-32.83676027,-71.01150513,Maximize Natural Storage,309.2426758
"Defence Colony, Block C 486",Asia,India,28.568671,77.229407,Maximize Natural Storage,261.2086792
Nieuwe Marktstraat,Europe,Netherlands,51.847,5.855,Water Quality Management,477.6199951
Chikhalgaon,Asia,India,18.565496,73.576591,Maximize Natural Storage,547.0653076
"Medical-Dental Bldg. - 4A2,3",North America,USA,45.518723,-122.684149,Other Benefits,815.9286499
Varamin,Asia,Iran,35.399904,51.733348,no data,142.1399994
Gaobeidian WWTP,Asia,China,39.895632,116.526057,Water Quality Management,81.98867035
Aquífero Cauê – Área de influência Apolo,South America,Brasil,-7.78,-63.6,Maximize Natural Storage,923.3813477
N/A,Asia,China,34.186181,111.268567,Maximize Natural Storage,147.5053406
Charles M. Bolton well field,North America,USA,39.318151,-84.620627,no data,579.1306763
Ben Sergao,Africa,Morocco,30.333874,-9.596897,Water Quality Management,55.78466797
Oregonian Bldg. - 3E2,North America,USA,45.514848,-122.681874,Other Benefits,815.9286499
Bangpoon,Asia,Thailand,13.999498,100.573651,Other Benefits,535.7373047
Bazley Weir (Three Moon Creek),Oceania,Australia,-24.893695,151.123261,Maximize Natural Storage,156.043335
5 Wang Zhuang Lu,Asia,China,39.99876,116.338755,Maximize Natural Storage,81.98867035
Jeffara Plain,Africa,Tunisia,33.423801,10.36589,no data,-32.13000107
Ica-Villacuri-Lanchas,South America,Peru,-14.049871,-75.72967,Other Benefits,152.2146606
Kitui District,Africa,Kenia,-1.46194,38.00394,Maximize Natural Storage,75.82333374
Fazenda Belmonte,South America,Brasil,-24.0493718,-48.883994,Maximize Natural Storage,503.1633301
Sangapur,Asia,India,17.821119,78.658174,no data,392.6966553
Baker City,North America,USA,44.766666,-117.858341,Maximize Natural Storage,95.03666687
"Equitable Bldg. – 34N3,4,5",North America,USA,45.520576,-122.67799,Other Benefits,815.9286499
Kinchant Dam,Oceania,Australia,-21.1971234,148.893793,Maximize Natural Storage,388.1579895
Namsong,Asia,Korea,34.57321,126.912159,no data,748.0626831
Barrett AR site,North America,USA,45.947697,-118.421937,Physical Aquifer Management,71.99533081
CE Caatinga BS IV,South America,Brasil,-6.803995,-37.959114,Maximize Natural Storage,275.5066528
Wabash River - Indiana–American Water Company,North America,USA,39.476635,-87.418028,no data,578.1166382
The Dalles,North America,USA,45.597531,-121.181414,Physical Aquifer Management,515.8186646
Sri Aurobindo Ashram,Asia,India,28.539627,77.199708,no data,261.2086792
Deep run lagoon,North America,USA,40.385622,-74.309219,no data,639.166687
Zhaoyuan,Asia,China,37.380946,120.345108,Physical Aquifer Management,200.5200043
river Oja,Europe,Spain,42.57,-2.91,no data,271.9433289
Declez Basin,North America,USA,34.031898,-117.500702,no data,59.77133179
Gully Winds,Oceania,Australia,-34.568604,138.7540464,Maximize Natural Storage,12.48933315
Sur 2,Asia,Oman,22.461952,59.338049,Physical Aquifer Management,-16.52066612
Rayal Cheruvu area,Asia,India,13.5078,79.375606,Maximize Natural Storage,311.1099854
Xi'an,Asia,China,34.180459,108.92807,Physical Aquifer Management,86.19999695
City of Beaverton ASR Project,North America,USA,45.463481,-122.815834,Maximize Natural Storage,815.9286499
Sítio Estação Ecológica UFMG,South America,Brasil,-19.88307,-43.975012,Physical Aquifer Management,408.0066528
Shuanghuayuan Community,Asia,China,39.897832,116.447768,Other Benefits,81.98867035
Ixtapaluca (Parque Ejidal los Depósitos),North America,Mexico,19.324525,-98.843104,Maximize Natural Storage,181.1126709
Lalpura (Koda Wala),Asia,India,27.264041,76.163959,Maximize Natural Storage,261.2086792
Fazenda Baixa Verde,South America,Brasil,-8.916656,-44.7091,Maximize Natural Storage,220.5833282
Böckinger Wiesen,Europe,Germany,49.129,9.165,Water Quality Management,491.6373291
Blagnac,Europe,France,43.63602113,1.389836355,Physical Aquifer Management,365.2739868
Warruwi,Oceania,Australia,-11.662803,133.377581,Maximize Natural Storage,709.1613159
Seminole-Brighton,North America,USA,27.078492,-81.118072,no data,413.2106628
Wohushan Reservoir,Asia,China,36.490536,116.960339,Physical Aquifer Management,147.5053406
Achiras del Gato,South America,Argentina,-31.4062,-64.1803,Management of Water Distribution Systems,125.8533325
Oakes - Large Recharge Test Basin,North America,USA,46.126103,-98.094266,no data,165.2466736
Samorin,Europe,Slovakia,48.03218,17.31445,Maximize Natural Storage,207.0740051
Oakes – recharge test 1 & 2,North America,USA,46.126103,-98.094266,no data,165.2466736
HuaiHai Lu DongDuan,Asia,China,31.224633,121.479031,Physical Aquifer Management,399.7593384
Hermanus,Africa,South Africa,-34.418697,19.234465,Maximize Natural Storage,202.9900055
Fazenda Rompe,South America,Brasil,-11.46667,-40.2333,Maximize Natural Storage,7.817333221
Neckaraue,Europe,Germany,48.693,9.118,no data,491.6373291
"Bayizhen,",Asia,China,41.618709,123.297754,Maximize Natural Storage,316.8080139
Guangrao Xian,Asia,China,37.034389,118.435146,Physical Aquifer Management,182.8006592
Sayreville Ponds 1 & 2,North America,USA,40.437961,-74.335887,Physical Aquifer Management,639.166687
Louisville Riverbank Filtration,North America,USA,38.35937,-85.62856,no data,579.1306763
Edwards Aquifer Authority Recharge Program,North America,USA,29.468326,-98.516913,Maximize Natural Storage,241.4633331
CE Caatinga BS II,South America,Brasil,-7.803995,-38.959114,Maximize Natural Storage,185.2819977
City of North Las Vegas,North America,USA,36.244993,-115.110595,no data,59.20199966
Mulgildie Weir (Three Moon Creek),Oceania,Australia,-25.0189,151.092984,Maximize Natural Storage,156.043335
N/A,Asia,China,40.073906,109.80943,no data,56.19466782
Carpendale Weir  (Lockyer Valley),Oceania,Australia,-27.571747,152.156704,Maximize Natural Storage,328.697998
Southern Avra Valley Storage and Recovery Project (SAVSARP),North America,USA,32.176115,-111.224246,Physical Aquifer Management,42.61800003
Sokh aquifer,Asia,Uzbekistan,40.3106,71.032182,Maximize Natural Storage,251.1433258
Oued Besbes,Africa,Algeria,34.900454,5.756197,no data,54.51933289
ETE Ponta Negra,South America,Brasil,-5.898202,-35.178925,Management of Water Distribution Systems,104.8533325
Etiwanda Spreading Area (Joint Use of Etiwanda Debris Basin),North America,USA,34.152802,-117.508836,no data,59.77133179
Sítio Tanquinho,South America,Brasil,-25.078805,-49.270172,Maximize Natural Storage,785.4373169
N/A,Asia,China,31.187215,121.361352,Maximize Natural Storage,399.7593384
Kale Zardabe,Asia,Iran,36.900281,55.474394,Management of Water Distribution Systems,93.90799713
Toushka Khoure,Africa,Egypt,22.4222222,31.62777777,Maximize Natural Storage,-4.159333229
Victor Valley Water District,North America,USA,34.529969,-117.296367,no data,50.83466721
Xi'an Engineering Technology College,Asia,China,34.251779,108.993197,Physical Aquifer Management,86.19999695
Jianye,Asia,China,32.031431,118.706239,Physical Aquifer Management,640.8866577
Los Sotillos,Europe,Spain,36.84,-5.83,Water Quality Management,171.4080048
Mirrabooka,Oceania,Australia,-31.8456061,115.8444068,Ecological Benefits,135.9806671
Sant Vicenç dels Horts,Europe,Spain,43.38,2.02,Maximize Natural Storage,365.2739868
Michael Okpara University of Agriculture,Africa,Nigeria,5.480602,7.545783,Physical Aquifer Management,1467.77002
Dongling,Asia,China,41.713939,123.454993,Maximize Natural Storage,316.8080139
Área da Agrishow,South America,Brasil,-9.803995,-40.959114,Maximize Natural Storage,25.61733246
Stammheim Nord / Süd,Europe,Germany,48.844,9.151,no data,491.6373291
Sítio Parque Lagoa do Nado (1 e 2),South America,Brasil,-19.84175,-43.956758,Physical Aquifer Management,408.0066528
Lagoa de Infiltração Cidade Jardim,South America,Brasil,-5.846633,-35.202974,Physical Aquifer Management,104.8533325
Wohler Riverbank Filtration site,North America,USA,38.51045,-122.88234,no data,478.0566711
Sliedrecht,Europe,Netherlands,51.825,4.773,Water Quality Management,477.6199951
Avis Weir (Three Moon Creek),Oceania,Australia,-24.979351,151.123473,Maximize Natural Storage,156.043335
Bonneville Power Administration,North America,USA,47.922272,-122.097433,Other Benefits,1097.702026
City of Yakima,North America,USA,46.599605,-120.526976,Maximize Natural Storage,179.7433319
Ujecie Polnoc,Europe,Poland,52.23,21.01,Water Quality Management,581.2173462
Garzweiler,Europe,Germany,51.17,6.44,Ecological benefits,477.6199951
Shanghai NO.21 cotton mill,Asia,China,31.253066,121.523593,Maximize Natural Storage,399.7593384
Nuestra Señora de Fátima,South America,Argentina,-30.35154626,-66.32171631,Other Benefits,-12.13066673
Brenta Ramp,Europe,Italy,45.7214,11.6934,Maximize Natural Storage,478.7139893
Pima Mine Road Recharge Project (PMRRP),North America,USA,32.016369,-110.958278,Maximize Natural Storage,42.61800003
Wang He Zhuang Zi Cun,Asia,China,37.241307,120.172658,Physical Aquifer Management,200.5200043
Budhshelly,Asia,India,28.811682,75.578256,Water Quality Management,100.7853317
Diamond Creek well,North America,USA,38.805949,-121.335994,Maximize Natural Storage,416.5939941
Scottsdale Water Campus,North America,USA,33.659395,-111.892772,Physical Aquifer Management,53.51599884
Sítio Santo Antônio – Distrito de Capim,South America,Brasil,-9.8731,-40.23717,Maximize Natural Storage,101.4586639
Oakes – Small Recharge Test Basin,North America,USA,46.125,-98.093011,no data,165.2466736
Balisha River,Asia,China,40.426251,116.984759,Physical Aquifer Management,81.98867035
East Meadow – basins,North America,USA,40.711222,-73.559328,Physical Aquifer Management,877.8033447
Damascus University Campus,Asia,Syria,33.511274,36.290802,Maximize Natural Storage,38.87133408
Darnakambala area,Asia,India,13.545506,79.304971,Physical Aquifer Management,311.1099854
Shijiazhuang,Asia,China,38.140566,114.512185,no data,101.0559998
Soukra,Africa,Tunisia,36.883,10.25,Physical Aquifer Management,142.8813324
CE Caatinga BS,South America,Brasil,-8.803995,-39.959114,Maximize Natural Storage,101.4586639
City of Kerrville,North America,USA,30.045765,-99.142412,Maximize Natural Storage,241.4633331
Kalwakole,Asia,India,17.12105,78.358502,Physical Aquifer Management,256.7446594
Hainburg,Europe,Austria,48.12,16.94,no data,316.5213318
Karanampettai,Asia,India,11.017903,77.185017,Maximize Natural Storage,487.2166748
Maribor,Europe,Slovenia,46.5567,15.646,Maximize Natural Storage,632.2719727
N/A,Asia,China,39.725872,102.620827,Physical Aquifer Management,21.09066582
Ocotillo ASR Facility,North America,USA,33.256422,-111.89217,no data,42.06733322
"President Estate , New Delhi",Asia,India,28.616437,77.197286,no data,261.2086792
Mount Gambier,Oceania,Australia,-37.8263533,140.7788041,no data,59.54000092
Kraemer Basin,North America,USA,33.861014,-117.856654,no data,60.72733307
Borsodszirak,Europe,Hungary,48.261,20.768,no data,354.1593323
San Jacinto recharge site,North America,USA,33.771743,-116.922753,Physical Aquifer Management,59.77133179
Paleshwaram,Asia,India,13.322428,80.044002,Physical Aquifer Management,311.1099854
Rosenau,Europe,Austria,47.99288,14.378554,no data,527.7866821
Wang He Cun,Asia,China,36.860907,117.148194,Physical Aquifer Management,182.8006592
Long Wan Dian,Asia,China,35.62375,116.849918,Maximize Natural Storage,301.4266663
Aquífero Cauê – Área de influência Capanema,South America,Brasil,-7.77,-64.5,Maximize Natural Storage,923.3813477
La Jolla Basin,North America,USA,33.860794,-117.869659,no data,60.72733307
Warner Basin System,North America,USA,33.854693,-117.830223,no data,59.77133179
Evesham Township MUA,North America,USA,39.852528,-74.879292,no data,639.166687
Peck Road Spreading Basin,North America,USA,34.099041,-118.016982,Physical Aquifer Management,60.72733307
Lakehaven Utility District,North America,USA,47.318059,-122.335041,Maximize Natural Storage,1097.702026
Saham,Asia,Oman,24.210171,56.731968,Physical Aquifer Management,-16.52066612
Miremont,Europe,France,45.89872312,2.716676426,Water Quality Management,395.9766541
Engineering Design & Research Institute,Asia,China,39.925043,116.301297,Maximize Natural Storage,81.98867035
"Al Hamra, Wadi Ghul",Asia,Oman,23.139653,57.235907,Physical Aquifer Management,-16.52066612
Kiindu Dam 3,Africa,Kenia,-1.46194,38.00394,Maximize Natural Storage,75.82333374
Bacia 2: Rod. Geraldo Silva Nascimento – Instituto Federal Goiano,South America,Brasil,-17.5019,-48.2269,Physical Aquifer Management,584.2266846
Angas – Bremer,Oceania,Australia,-35.3001429,139.0649091,Physical Aquifer Management,12.48933315
Curral Queimado,South America,Brasil,-6.37308,-37.21417,Maximize Natural Storage,275.5066528
Fazenda Asa Branca-comunidade Barreiro,South America,Brasil,-24.0446051,-48.91742,Maximize Natural Storage,503.1633301
Mekhtan Dam,Africa,Yemen,15.38153,44.331205,Physical Aquifer Management,83.49333191
MVWD ASR Program,North America,USA,34.12637,-117.682045,Maximize Natural Storage,59.77133179
Shriram School,Asia,India,28.564685,77.153755,Maximize Natural Storage,261.2086792
Mitchell River,Oceania,Australia,-37.7794543,147.3707958,Maximize Natural Storage,235.6719971
Ben Lomond Spreading Grounds,North America,USA,34.105117,-117.882746,Physical Aquifer Management,60.72733307
Vauvert,Europe,France,43.69291499,4.276675945,Water Quality Management,300.8553467
Ixtapaluca (San Buenaventura),North America,Mexico,19.307335,-98.859231,Maximize Natural Storage,181.1126709
Wenyu River,Asia,China,40.13173,116.31149,Maximize Natural Storage,81.98867035
Bajestan,Asia,Iran,34.519212,58.172951,Maximize Natural Storage,79.34533691
Qian Han,Asia,China,36.397574,120.113064,Water Quality Management,200.5200043
Aquífero Cauê – Área de influência Mutuca,South America,Brasil,-7.79,-60.92,Maximize Natural Storage,852.8339844
Ciudad Juarez,North America,Mexico,31.701073,-106.455753,Ecological Benefits,36.39799881
Marco Lakes – ASR-1 CO-2428,North America,USA,26.065555,-81.69333333,Maximize Natural Storage,413.2106628
MBT Ranch Recharge Project/ Vidler Recharge Facility,North America,USA,33.557785,-113.395037,Maximize Natural Storage,23.50733376
Andrews Farm (Stebonheath Park),Oceania,Australia,-34.675922,138.665145,Ecological Benefits,12.48933315
Karany,Europe,Czech Republik,50.17,14.73,Water Quality Management,345.011322
Kaler (Tode Sagar),Asia,India,27.155505,76.224218,Maximize Natural Storage,261.2086792
Forbes Spreading Grounds,North America,USA,34.118947,-117.832627,Physical Aquifer Management,59.77133179
City of Tualatin,North America,USA,45.356024,-122.788146,Maximize Natural Storage,815.9286499
Citrus Spreading Grounds,North America,USA,34.108788,-117.893487,Physical Aquifer Management,60.72733307
Assentamento Oziel Pereira (Owner: Anilda P.dos Santos),South America,Brasil,-6.8967,-35.8009,Maximize Natural Storage,104.8533325
Comunidade Santo Agostinho (Owner: Fernando D. de Souza),South America,Brasil,-7.22381,-37.2532,Maximize Natural Storage,176.4686737
Cloudbreak,Oceania,Australia,-22.317891,119.362449,Ecological Benefits,145.067337
Chhara,Asia,India,28.696818,76.717358,Water Quality Management,261.2086792
Gabcikovo,Europe,Slovakia,47.89,17.57,Water Quality Management,207.0740051
Lavelanet-de-Comminges,Europe,France,43.25581424,1.11824784,Water Quality Management,365.2739868
Lower Tenthill Weir  (Lockyer Valley),Oceania,Australia,-27.593005,152.235815,Maximize Natural Storage,328.697998
"42 Black Horse Pike, ASR well 14 (Monroe South)",North America,USA,39.604965,-74.88514,no data,639.166687
Beijing,Asia,China,39.911143,116.32965,Maximize Natural Storage,81.98867035
Banana Basin,North America,USA,34.094449,-117.497383,no data,59.77133179
Swimming River,North America,USA,40.33223,-74.090884,Maximize Natural Storage,639.166687
Placentia Basin,North America,USA,33.857704,-117.886221,Other Benefits,60.72733307
Sun Lakes City,North America,USA,33.218165,-111.869533,Maximize Natural Storage,42.06733322
Cajamarca,South America,Peru,-7.159392,-78.531114,Ecological Benefits,152.2146606
Lange Erlen,Europe,Switzerland,47.57,7.6,Water Quality Management,583.7360229
Hunbai,Asia,China,41.828288,123.601173,Maximize Natural Storage,316.8080139
Contigny,Europe,France,46.35318524,3.304569236,no data,395.9766541
Lagoa Manoel Felipe,South America,Brasil,-5.79634,-35.20299,Physical Aquifer Management,104.8533325
Mankhal Cheruvu,Asia,India,17.165704,78.447879,Physical Aquifer Management,256.7446594
Greenspot Rd basin and recharge dams,North America,USA,34.099597,-117.118445,no data,59.77133179
Garmsar,Asia,Iran,35.26982,52.438213,no data,88.69599915
Souss - Massa,Africa,Morocco,30.4703,-8.877,Maximize Natural Storage,55.78466797
Tujunga Spreading Grounds,North America,USA,34.226479,-118.41479,Physical Aquifer Management,60.72733307
BS-2,South America,Brasil,-8.069837,-39.32563,Maximize Natural Storage,131.35466
Halstead recharge site – trench and basin,North America,USA,38.014659,-97.565488,Physical Aquifer Management,121.1046677
Huantai,Asia,China,36.980017,117.911602,Physical Aquifer Management,182.8006592
Oberwerth,Europe,Germany,50.34,7.59,Water Quality Management,474.7619934
Turner Basins,North America,USA,34.073858,-117.596712,no data,59.77133179
Emamzadeh Jaafar Artificial Recharge (EJAR) Project,Asia,Iran,30.325833,50.969885,no data,212.0753326
Ana Catchment 1,Africa,Kenia,-1.34344,37.98505,Maximize Natural Storage,75.82333374
El Paso Water Utilities 1 (EPWU),North America,USA,31.940272,-106.364521,Maximize Natural Storage,36.39799881
Olga Water Treatment Plant,North America,USA,26.72,-81.68222222,no data,413.2106628
Twin Oaks ASR – San Antonio Water System (SAWS),North America,USA,29.126093,-98.404393,Maximize Natural Storage,241.4633331
Bill Gun Dam  (Lockyer Valley),Oceania,Australia,-27.6283761,152.3785385,Maximize Natural Storage,328.697998
County Line AR,North America,USA,45.792006,-119.45561,Physical Aquifer Management,71.99533081
Brooks Street Basin,North America,USA,34.060761,-117.711076,no data,59.77133179
Loeriesfontein,Africa,South Africa,-30.953936,19.443363,no data,107.3186646
Aquarenova,Europe,France,43.120094,6.156057,Domestic,485.2466736
Hero Honda Motors,Asia,India,28.233324,76.803775,Maximize Natural Storage,261.2086792
"Mother Dairy, F&V Unit",Asia,India,28.620621,77.28724,Maximize Natural Storage,261.2086792
West Deptford,North America,USA,39.837185,-75.189861,no data,639.166687
Condomínio Residencial Alto da Boa Vista,South America,Brasil,-15.62388,-47.762485,Physical Aquifer Management,466.7260132
Broward County Office of Environmental Services 2A (BCOES2A) Water Treatment Plant ASR System,North America,USA,26.205657,-80.252403,no data,413.2106628
Callide Weir (Callide Valley),Oceania,Australia,-24.3467283,150.4731092,Maximize Natural Storage,158.9266663
Badain Jilin Samo,Asia,China,39.725872,102.620827,Maximize Natural Storage,21.09066582
Ixtapaluca,North America,Mexico,19.287398,-98.87335,Maximize Natural Storage,181.1126709
Yongchang-Jinchang,Asia,China,38.476994,102.286657,Maximize Natural Storage,21.34000015
Goleta Water District,North America,USA,34.437686,-119.854427,Physical Aquifer Management,60.72733307
Tonami (Kitsunejima) No.1-3,Asia,Japan,36.651667,136.918889,Other Benefits,1042.994629
Hunpu,Asia,China,41.717347,123.318147,Maximize Natural Storage,316.8080139
Grove Basin,North America,USA,34.016749,-117.63002,no data,59.77133179
Lower Day Basin,North America,USA,34.132022,-117.543524,no data,59.77133179
Manzanares,South America,Chile,-36.35599726,-72.50955319,Ecological Benefits,505.7000122
Kitui District,Africa,Kenia,-1.46194,38.00394,Maximize Natural Storage,75.82333374
Kingfisher,Oceania,Australia,-34.810455,138.695693,Ecological Benefits,12.48933315
Shram sakthi Bhawan (Ministry of Labour and Employment),Asia,India,28.618466,77.212059,no data,261.2086792
Clarendon Weir  (Lockyer Valley),Oceania,Australia,-27.526693,152.374924,Maximize Natural Storage,328.697998
Sítio Parque Nossa Senhora da Piedade,South America,Brasil,-19.84793,-43.92618,Physical Aquifer Management,408.0066528
Hieroglyphic Mountains Recharge Project (HMRP),North America,USA,33.759517,-112.425473,Maximize Natural Storage,21.87199974
Longhe,Asia,China,34.669067,112.479196,Physical Aquifer Management,147.5053406
N/A,Asia,China,35.213283,107.349539,Maximize Natural Storage,117.6320038
Tualatin Valley Water District,North America,USA,45.462151,-122.892836,Maximize Natural Storage,815.9286499
Fanshan,Asia,China,39.703593,116.158776,Maximize Natural Storage,81.98867035
Barra de Maniçoba,South America,Brasil,-6.32229,-37.22113,Maximize Natural Storage,275.5066528
Halstead recharge site – well,North America,USA,38.014659,-97.565488,Physical Aquifer Management,121.1046677
Valle Aconcagua,South America,Chile,-32.7823009,-70.6865124,Maximize Natural Storage,309.2426758
Floreat,Oceania,Australia,-31.9503107,115.7880828,Water Quality Management,135.9806671
JNU – IIT - Sanjay Van Project - Sanjay Van,Asia,India,28.530088,77.173517,Physical Aquifer Management,261.2086792
Haidian,Asia,China,39.918853,116.214405,Maximize Natural Storage,81.98867035
Johnson Aquifer Recharge Site,North America,USA,45.95698,-118.439909,Physical Aquifer Management,71.99533081
Assentamento Pedro Henrique (Owner: Francisco Lira dos Santos,South America,Brasil,-6.7856,-35.7607,Maximize Natural Storage,104.8533325
Jardim Atlântico,South America,Brasil,-16.7265,-49.2953,Physical Aquifer Management,600.640686
Lobau,Europe,Austria,48.174,16.5,Management of Water Distribution Systems,527.7866821
Victoria Basin,North America,USA,34.129886,-117.50619,no data,59.77133179
EMBRAPA – Campo experimental da Caatinga BS-1,South America,Brasil,-9.069175,-40.328099,Maximize Natural Storage,101.4586639
Lagoa de Alagamar,South America,Brasil,-5.883129,-35.17535,Physical Aquifer Management,104.8533325
Ulfiswiese,Europe,Austria,47.257,11.344,Water Quality Management,839.7553101
Oregonian Bldg. - 3E1,North America,USA,45.514848,-122.681874,Other Benefits,815.9286499
Harkins Slough MAR pond,North America,USA,36.888578,-121.817963,Physical Aquifer Management,99.03399658
Lagoa de Infiltração Mirassol,South America,Brasil,-5.844457,-35.204664,Physical Aquifer Management,104.8533325
Veerdam,Europe,Netherlands,51.82423,4.683201,Water Quality Management,477.6199951
Maligampattu Odai,Asia,India,11.735055,79.52805,Physical Aquifer Management,477.8033447
Santa Fe Spreading Grounds,North America,USA,34.120986,-117.954246,Physical Aquifer Management,60.72733307
Sítio Almeida,South America,Brasil,-7.15178,-35.847647,Maximize Natural Storage,176.4686737
Koppanymonostor,Europe,Hungary,47.75271,18.06084,Water Quality Management,285.5499878
Fred Hervey Water Reclamation Plant,North America,USA,31.944596,-106.364348,Physical Aquifer Management,36.39799881
Comunidade Mandacácio,South America,Brasil,-8.069863,-39.328154,Maximize Natural Storage,131.35466
"Balichuang, Beijing",Asia,China,39.924655,116.300799,Maximize Natural Storage,81.98867035
Madam,Asia,India,12.38472,79.60173,no data,320.4493408
