Site name,Continent,Country,Latitude,Longitude,MAR objective,P-ET
Winkler Avenue,North America,USA,26.602222,-81.881388,no data,413.2106628
Manshad,Asia,Iran,31.605405,54.333416,Maximize Natural Storage,60.32466507
Urfahr,Europe,Austria,48.307,14.286,Water Quality Management,527.7866821
Tonopah Desert Recharge Project (TDRP),North America,USA,33.555862,-112.984259,Maximize Natural Storage,21.87199974
Wynn Vale Dam,Oceania,Australia,-34.799446,138.699468,Ecological Benefits,12.48933315
"National Bank of Washington, Villa Plaza Branch – 2D1,3",North America,USA,47.163249,-122.514397,Other Benefits,1097.702026
Tanglabidly,Asia,Iran,31.49373,54.435217,Maximize Natural Storage,60.32466507
"Mannheim ASR Project, Region of Waterloo",North America,Canada,43.401755,-80.531282,Management of Water Distribution Systems,424.4119873
Sucre,South America,Bolivia,-19.05245,-65.245929,Ecological Benefits,94.03800201
Frankfurter WW2 + WW5 + WW7,Europe,Germany,50.097267,8.560689,Maximize Natural Storage,374.0473328
Shanghai,Asia,China,31.242089,121.458065,Physical Aquifer Management,399.7593384
Hawks Prairie Reclaimed Water Satellite,North America,USA,47.07446,-122.765124,Maximize Natural Storage,1097.702026
Cluj,Europe,Romania,46.7475,23.4908,Water Quality Management,304.8753357
Szentendre Island,Europe,Hungary,47.738,19.092,Water Quality Management,285.5499878
Arcade,Europe,Italy,45.7807,12.2195,Maximize Natural Storage,736.9260254
Nagybajcs-szegoye,Europe,Hungary,47.69636,17.64816,Water Quality Management,316.5213318
Buena Vista Spreading Basin,North America,USA,34.122795,-117.983233,Physical Aquifer Management,60.72733307
Sohar Dam,Asia,Oman,24.264643,56.73214,Physical Aquifer Management,-16.52066612
"BPCL Housing Complex, Sector 56",Asia,India,28.599887,77.342803,Maximize Natural Storage,261.2086792
Campina de Faro,Europe,Portugal,37.042,-7.915,Maximize Natural Storage,195.9100037
Little Dalton Spreading Grounds,North America,USA,34.152551,-117.841742,Physical Aquifer Management,59.77133179
Akola region,Asia,India,20.701167,77.002079,Maximize Natural Storage,441.8726807
Herten,Europe,Netherlands,51.181,5.962,Maximize Natural Storage,477.6199951
Rio Hondo Coastal Spreading Grounds,North America,USA,33.988642,-118.110145,Physical Aquifer Management,60.72733307
Sítio Olho D'água dos Brandões,South America,Brasil,-6.2118,-36.41419,Maximize Natural Storage,275.5066528
Cottesloe Peninsula Groundwater Restoration Project,Oceania,Australia,-31.9989621,115.7595079,Physical Aquifer Management,135.9806671
Distrito Curral Velho,South America,Brasil,-6.23119,-38.00017,Maximize Natural Storage,275.5066528
Livermore,North America,USA,37.685006,-121.764091,no data,99.03399658
Sítio Maniçoba,South America,Brasil,-7.915354,-40.08788,Maximize Natural Storage,168.0966644
Pitombeira,South America,Brasil,-6.45574,-37.24519,Maximize Natural Storage,275.5066528
Zanjan plain,Asia,Iran,36.67929,48.479061,Maximize Natural Storage,189.1239929
Moorestown,North America,USA,39.970395,-74.949786,no data,639.166687
Micron Technologies,North America,USA,43.528501,-116.149497,Other Benefits,81.44599915
Wala reservoir,Europe,Jordan,31.56806,35.80444,Physical Aquifer Management,98.16333008
Hunan,Asia,China,41.758712,123.506436,Maximize Natural Storage,316.8080139
Wadi Al Jizzi,Asia,Oman,24.312339,56.516248,Physical Aquifer Management,-16.52066612
1211 Shi Ji Da Dao,Asia,China,31.228822,121.528131,Physical Aquifer Management,399.7593384
Trecho do Rio Itajaí do Sul,South America,Brasil,-27.41336,-49.6054,Water Quality Management,785.4373169
Marco Lakes – Expanded – ASR 3,North America,USA,26.065555,-81.69333333,Maximize Natural Storage,413.2106628
Shijingshan,Asia,China,39.934926,116.204792,Maximize Natural Storage,81.98867035
Huantai,Asia,China,36.945175,118.101882,Physical Aquifer Management,182.8006592
"First National Bank, 1405 S.W. Morrison St. Branch3- 3R1,2",North America,USA,45.5214,-122.686471,Other Benefits,815.9286499
Linsental,Europe,Switzerland,47.468,8.758,Water Quality Management,936.0553589
Pacoima Spreading Grounds,North America,USA,34.256425,-118.448018,Physical Aquifer Management,60.72733307
Village Green/ Kensington University,Oceania,Australia,-33.918488,151.227858,Ecological Benefits,213.5206604
Jagsi-Sarfabad deep,Asia,India,29.276362,76.63632,Water Quality Management,261.2086792
Baoshan Farm,Asia,China,46.937761,130.932933,Maximize Natural Storage,188.241333
American Pipe & Construction Co.,North America,USA,45.52921,-122.664035,Other Benefits,815.9286499
Área do Laboratório de Sistemas Prediais - EEC -UFG,South America,Brasil,-16.67698,-49.241,Physical Aquifer Management,600.640686
Durango,North America,Mexico,24.0277202,-104.6531759,Maximize Natural Storage,168.3006592
Raudatain well field R-63,Asia,Kuwait,29.880411,47.72133,Physical Aquifer Management,34.03066635
San Gabriel River (San Gabriel Valley),North America,USA,33.9997,-118.070543,Physical Aquifer Management,60.72733307
Bhaonta (Beruji),Asia,India,27.333514,76.218212,Maximize Natural Storage,261.2086792
Arrowhead Ranch Water Reclamation Facility (ARWRF),North America,USA,33.668322,-112.196979,no data,21.87199974
Assentamento Pedro Henrique - BS-4 (Owner: Maria de Lourdes F. da Silva),South America,Brasil,-6.78083,-35.75722,Maximize Natural Storage,104.8533325
Al-Mazraa,Asia,Syria,33.52459,36.296725,Maximize Natural Storage,38.87133408
"Pacific Power & Light Co. - 3D5,6",North America,USA,45.518028,-122.678194,Other Benefits,815.9286499
Xi'an Nuclear Instrument Factory,Asia,China,34.222643,108.955589,Physical Aquifer Management,86.19999695
Sandy Creek Weir  (Lockyer Valley),Oceania,Australia,-27.637178,152.331268,Maximize Natural Storage,328.697998
New River-Agua Fria River Underground Storage Project (NAUSP),North America,USA,33.526209,-112.285105,Maximize Natural Storage,21.87199974
Breehei,Europe,Netherlands,51.482,6.011,Water Quality Management,477.6199951
Big Dalton Spreading Grounds,North America,USA,34.153644,-117.836233,Physical Aquifer Management,59.77133179
Lytchet Minster,Europe,United Kingdom,50.738097,-2.058591,no data,400.965332
Sand Hollow Trench,North America,USA,37.128629,-113.374203,Physical Aquifer Management,59.20199966
Ottappalam,Asia,India,10.770063,76.37837,no data,1555.430664
T Kromme Gat + De Put,Europe,Netherlands,51.827,4.822,Maximize Natural Storage,477.6199951
Sojovice,Europe,Czech Republik,50.216359,14.755827,no data,345.011322
Kissimmee River ASR system (KRARS),North America,USA,27.155194,-80.874917,Ecological Benefits,413.2106628
Shingnapur,Asia,India,20.942633,77.489684,Water Quality Management,441.8726807
Riverton Heights and Boulevard Park,North America,USA,47.497631,-122.306685,Physical Aquifer Management,1097.702026
Linkes Tumed-Banne,Asia,China,40.785557,111.863823,no data,93.09866333
Verdun-sur-Garonne,Europe,France,43.85389,1.236389,Water Quality Management,365.2739868
Shitoro,Asia,Japan,34.841013,138.1081,no data,1042.994629
Fazenda Sítio Manoel,South America,Brasil,-6.524552,-36.373584,Maximize Natural Storage,104.8533325
Oak Creek,North America,USA,42.874693,-87.92191,Maximize Natural Storage,633.1480103
Surya Vihar Appartments,Asia,India,28.517881,77.077429,Maximize Natural Storage,261.2086792
Lower Flagstone Creek Weir  (Lockyer Valley),Oceania,Australia,-27.592346,152.142102,Maximize Natural Storage,115.9300003
Atlantis Water Resource Management Scheme (AWRMS),Africa,South Africa,-33.628087,18.449092,Maximize Natural Storage,202.9900055
Kampung Jenderam Hilir – well No. 2,Asia,Malaysia,2.89234,101.720818,Water Quality Management,1169.831299
Comarca Lagunera,North America,Mexico,25.55,-103.433333,Physical Aquifer Management,80.95800018
Xian,Asia,China,34.322784,108.931544,Physical Aquifer Management,117.6320038
Westbrook Ave. ASR Site,North America,USA,34.22335,-77.833933,no data,478.1019897
Rokugo basin 2,Asia,Japan,39.416667,140.568056,Physical Aquifer Management,1042.994629
Qingfeng Farm,Asia,China,45.786947,133.072354,Maximize Natural Storage,148.1473389
United Water,North America,USA,43.576807,-116.283314,no data,81.44599915
Redmond ASR,North America,USA,47.677008,-122.10887,no data,1097.702026
Agon-Coutainville,Europe,France,49.05527778,-1.59444444,Water Quality Management,489.4086609
Springtree – City of Sunrise ASR System,North America,USA,26.1758333,-80.2611111,no data,413.2106628
Cuenca del Río Sonora,North America,Mexico,29.068506,-110.954286,Water Quality Management,54.56800079
"Federal Savings & Loan Association Building - 27G1,2",North America,USA,45.630385,-122.670789,Other Benefits,841.6246948
Valles Centrales de Oaxaca,North America,Mexico,16.964935,-96.578188,Physical Aquifer Management,721.4573364
Aquífero Cauê – Área de influência Fechos Auxiliar,South America,Brasil,-7.78,-60.9,Maximize Natural Storage,852.8339844
Mündelheim,Europe,Germany,51.369,6.688,Water Quality Management,477.6199951
"Fengtai, Peking",Asia,China,39.829667,116.248785,Physical Aquifer Management,81.98867035
Har Ki Pauri,Asia,India,29.961269,78.175776,Water Quality Management,522.0373535
Jinlang Shangquan,Asia,China,41.775012,123.440514,Other Benefits,316.8080139
Ankeny ASR,North America,USA,41.729115,-93.610611,Maximize Natural Storage,403.9719849
Kroombit Dam (Callide Valley),Oceania,Australia,-24.417232,150.772157,Maximize Natural Storage,158.9266663
La Mitidja Legros System,Africa,Algeria,36.585054,2.883073,no data,231.8580017
Oued Biskra,Africa,Algeria,34.89222222,5.7425,no data,54.51933289
Jinjiang Qu,Asia,China,30.667544,104.092139,Maximize Natural Storage,292.5939941
Lake Manatee ASR Wells,North America,USA,27.488002,-82.354684,Maximize Natural Storage,413.2106628
Sulaibyia,Asia,Kuwait,29.282019,47.799633,Maximize Natural Storage,34.03066635
Montclair Basin,North America,USA,34.087024,-117.702081,no data,59.77133179
Ohio River - Indiana–American Water Company,North America,USA,38.296766,-85.68418,no data,579.1306763
Grobbendonk,Europe,Belgium,51.2,4.7167,no data,477.6199951
Pleasanton,North America,USA,37.663808,-121.878132,no data,99.03399658
Troutman Water Treatment Facility (formerly Port Malabar),North America,USA,28.025659,-80.598938,Maximize Natural Storage,331.9326782
Fort Dix Land Application Site Infiltration Basin Project,North America,USA,39.983723,-74.613484,no data,639.166687
Dagu River,Asia,China,36.203538,120.111597,Physical Aquifer Management,200.5200043
Orangeburg ASR,North America,USA,33.489716,-80.874017,Maximize Natural Storage,335.8733215
850 Nongchang,Asia,China,45.733463,132.492276,Maximize Natural Storage,271.3760071
Perry Lakes,Oceania,Australia,-31.9437805,115.780462,Maximize Natural Storage,135.9806671
West Palm Beach WTP,North America,USA,26.71638888,-80.06361111,no data,413.2106628
river Esgueva,Europe,Spain,41.83,-4.95,no data,276.4819946
San Jerónimo Silacayoapilla,North America,Mexico,17.803086,-97.849213,Maximize Natural Storage,639.4840088
Derwent Park,Oceania,Australia,-42.830898,147.293093,Water Quality Management,492.9313354
FE-1R,Europe,Spain,40.526561,-3.72626,Management of Water Distribution Systems,258.6533203
Tea Tree Gully Golf Course,Oceania,Australia,-34.8035991,138.7293378,Ecological Benefits,12.48933315
Kiindu Dam 6,Africa,Kenia,-1.45142,37.99972,Maximize Natural Storage,75.82333374
Eland Platinum Mine,Africa,South Africa,-25.630232,27.881128,Maximize Natural Storage,142.6473389
Calleguas – Metropolitan Water District,North America,USA,34.246567,-118.832248,Maximize Natural Storage,60.72733307
N/A,Asia,China,38.850061,80.840264,Maximize Natural Storage,-8.562000275
Assentamento Pedro Henrique - BS-2 (Owner: Severino Candido de Araújo),South America,Brasil,-6.78083,-35.75722,Maximize Natural Storage,104.8533325
"AQUITOPIA, Gareh-Bygone-Plain",Asia,Iran,28.60562,53.934367,Physical Aquifer Management,136.2640076
Fish Canyon Spreading Grounds,North America,USA,34.155909,-117.922022,Physical Aquifer Management,60.72733307
Saticoy,North America,USA,34.279271,-119.142216,no data,60.72733307
Adam's ASR test site,North America,Canada,52.276007,-106.70293,Water Quality Management,101.7020035
Croissy-sur-Seine,Europe,France,48.87968,2.142506,Water Quality Management,353.5666809
Santa Clara County Water District,North America,USA,37.322411,-121.863073,no data,99.03399658
Carmona,Europe,Spain,37.26,-5.98,no data,233.0533295
Irwindale Spreading Grounds/ Manning Pit,North America,USA,34.098292,-117.932957,Physical Aquifer Management,60.72733307
Lagoa da Petrobrás,South America,Brasil,-5.831019,-35.227377,Physical Aquifer Management,104.8533325
Gordons Corner Well-Injection Facility,North America,USA,40.334697,-74.275669,Other Benefits,639.166687
Clackamas River Water ASR,North America,USA,45.361589,-122.582873,Maximize Natural Storage,815.9286499
Ban Nong Na (Nong Kula) 2,Asia,Thailand,16.646433,99.999297,Physical Aquifer Management,495.9140015
Burdekin Delta,Oceania,Australia,-19.612734,147.4199768,Maximize Natural Storage,616.1513062
Honeywell,North America,USA,33.466335,-112.081792,no data,21.87199974
Lagoa do Makro,South America,Brasil,-5.86292,-35.2098,Physical Aquifer Management,104.8533325
Linden ponds,North America,USA,34.154521,-117.399334,no data,59.77133179
Sierra Madre Spreading Grounds,North America,USA,34.165474,-118.040127,Physical Aquifer Management,60.72733307
Hall-Wentland,North America,USA,45.999006,-118.412346,Physical Aquifer Management,71.99533081
Soreq-1,Asia,Israel,31.960645,34.765221,Water Quality Management,173.6186676
Gheraiesti,Europe,Romania,46.59933,26.90449,Water Quality Management,254.0566711
Harpers Field,Oceania,Australia,-34.774361,138.729286,Management of Water Distribution Systems,12.48933315
Youlambie Weir (Three Moon Creek),Oceania,Australia,-24.819166,151.096769,Maximize Natural Storage,156.043335
Kalateh Asad recharge project,Asia,Iran,36.404847,55.625878,Physical Aquifer Management,93.90799713
Dashin,Asia,China,39.641662,116.169693,Maximize Natural Storage,81.98867035
L-63N (Taylor Creek) ASR System,North America,USA,27.238903,-80.785901,Maximize Natural Storage,413.2106628
Andritz,Europe,Austria,47.111,15.426,Water Quality Management,316.5213318
Área do Instituto de Pesquisas Hidráulicas - UFRGS - Trincheira 2,South America,Brasil,-30.076102,-51.114595,Physical Aquifer Management,785.4373169
Direct Injection at Cabezon,North America,USA,35.269552,-106.669859,no data,36.39799881
Cania Dam (Three Moon Creek),Oceania,Australia,-24.650774,150.985074,Maximize Natural Storage,156.043335
Calvinia artificial recharge scheme,Africa,South Africa,-31.464017,19.773245,Water Quality Management,107.3186646
Xiao Zhen Cun,Asia,China,37.068383,117.694767,Maximize Natural Storage,147.5053406
San Gabriel Coastal Spreading Grounds,North America,USA,33.990456,-118.077179,Physical Aquifer Management,60.72733307
Hickory Basin,North America,USA,34.09242,-117.510832,no data,59.77133179
Echo Meadows,North America,USA,45.76608,-119.265419,Maximize Natural Storage,71.99533081
Kotwal Cheruvu,Asia,India,17.124582,78.418538,Physical Aquifer Management,256.7446594
"Ci, Handan",Asia,China,36.344002,114.225621,Water Quality Management,103.2799988
Bodenheim,Europe,Germany,49.937,8.325,Water Quality Management,346.6159973
Missouri River - Missouri–American Water Company,North America,USA,39.189814,-94.670103,no data,146.1313324
Hartfield Park,Oceania,Australia,-31.99489,115.997794,Ecological Benefits,135.9806671
Tanggeli Desert,Asia,China,37.585192,105.124609,Maximize Natural Storage,-3.420000076
Innovation Farm,Asia,China,47.365331,133.043657,Maximize Natural Storage,280.5313416
San Sevaine Flood Control Basins,North America,USA,34.143642,-117.492214,no data,59.77133179
s-Gravendeel,Europe,Netherlands,51.78053,4.617949,Water Quality Management,477.6199951
Sedgefield,Africa,South Africa,-34.021103,22.805502,Maximize Natural Storage,139.915329
Rokugo basin 1,Asia,Japan,39.418056,140.559722,Physical Aquifer Management,1042.994629
El Rio spreading grounds,North America,USA,34.2449,-119.154675,Water Quality Management,60.72733307
Chaco Central,South America,Paraguay,-22.333333,-60.0166667,Maximize Natural Storage,365.7606812
NW Umapine site,North America,USA,45.979755,-118.503538,Physical Aquifer Management,71.99533081
Moulle,Europe,France,50.79,2.17,no data,477.6199951
Tongji University,Asia,China,34.186181,111.268567,no data,147.5053406
Murray Avenue,North America,USA,39.925997,-75.026402,no data,639.166687
Departamento de Ciências Agrárias UNITAU,South America,Brasil,-7.453025,-44.7798,Physical Aquifer Management,341.7446594
Tarim Basin,Asia,China,38.850061,80.840264,Maximize Natural Storage,-8.562000275
Dinamarca,South America,Brasil,-6.4053,-37.23023,Maximize Natural Storage,275.5066528
Chang'an University,Asia,China,34.231632,108.954279,Physical Aquifer Management,86.19999695
East Trolley Lane,North America,USA,45.993053,-118.423774,Physical Aquifer Management,71.99533081
Plaine de Millegrand,Europe,France,43.20966004,2.440985933,no data,300.8553467
Na Grobli,Europe,Poland,51.1045,17.058,Water Quality Management,516.5040283
N/A,Asia,China,39.641662,116.169693,Maximize Natural Storage,81.98867035
Linkes Tumed-Banne,Asia,China,40.728667,111.515349,no data,93.09866333
"Minqin, Wuwei",Asia,China,37.909021,102.647167,Maximize Natural Storage,41.39866638
Santiago Creek: Santiago Basins - Hart Park (3),North America,USA,33.78308,-117.832347,no data,7.772666454
El Paso Water Utilities 3 (EPWU),North America,USA,31.968394,-106.424907,Maximize Natural Storage,36.39799881
Moore's Bridges Filter Plant,North America,USA,36.872589,-76.20312,no data,466.002655
Fazenda Caraíba,South America,Brasil,-11.46667,-40.2,Maximize Natural Storage,7.817333221
Grenade,Europe,France,43.77177108,1.293294114,Physical Aquifer Management,365.2739868
Chaobai River,Asia,China,40.426251,116.984759,Physical Aquifer Management,81.98867035
JNU – IIT - Sanjay Van Project – IIT Campus,Asia,India,28.544442,77.189911,no data,261.2086792
Highlands Ranch ASR Program,North America,USA,39.54179,-104.95322,Maximize Natural Storage,66.26667023
Zhengzhou,Asia,China,34.834083,113.784243,Water Quality Management,147.5053406
Belcaire,Europe,Spain,39.81,-0.21,Maximize Natural Storage,190.7906647
Kabashima,Asia,Japan,32.561744,129.783152,Maximize Natural Storage,1489.634033
Anspach AR site,North America,USA,45.945574,-118.410467,no data,71.99533081
Ana Catchment 3,Africa,Kenia,-1.36987,37.96826,Maximize Natural Storage,75.82333374
Halstead Diversion well 07143880,North America,USA,38.008083,-97.519249,Other Benefits,121.1046677
Kraljevo,Europe,Serbia and Montenegro,43.7272,20.6868,Maximize Natural Storage,242.9633331
St. George,North America,USA,37.082515,-113.567102,no data,59.20199966
Trumbull,North America,USA,45.962058,-118.428878,Physical Aquifer Management,71.99533081
Rossdale Golf Club,Oceania,Australia,-38.029713,145.1164,Maximize Natural Storage,235.6719971
Stateline Project,North America,USA,46.963543,-117.460373,Physical Aquifer Management,116.435997
N/A,Asia,China,39.703593,116.158776,Maximize Natural Storage,81.98867035
Miko,Asia,Japan,35.622109,135.838632,Physical Aquifer Management,1042.994629
Estação Elevatória da Caixa d'água,South America,Brasil,-7.193914,-34.826635,Water Quality Management,352.5693359
Cole's ASR test site 1,North America,Canada,52.143753,-106.475703,Water Quality Management,101.7020035
Iasi,Europe,Romania,47.1569,27.5903,Water Quality Management,253.5379944
Bielany,Europe,Poland,50.042,19.84,Water Quality Management,581.2173462
Kiindu Dam,Africa,Kenia,-1.449857,38.00249,Maximize Natural Storage,75.82333374
Hinds/Hekeao MAR Pilot Project,Oceania,New Zealand,-43.879261,171.61935,Maximize Natural Storage,698.1680298
Jagsi-Sarfabad shallow,Asia,India,29.276362,76.63632,Water Quality Management,261.2086792
Louise P. Moon ASR,North America,USA,41.617577,-93.833096,Maximize Natural Storage,403.9719849
Anaheim Lake,North America,USA,33.864873,-117.847346,no data,60.72733307
Sur 1,Asia,Oman,22.526575,59.459444,Physical Aquifer Management,-16.52066612
Orba,Europe,Spain,38.78,-0.08,Ecological Benefits,188.3379974
Fountain Hills,North America,USA,33.606484,-111.72893,no data,53.51599884
Olive Basin,North America,USA,33.848304,-117.841728,no data,7.772666454
Mas-Grenier,Europe,France,43.89139,1.197222,Water Quality Management,365.2739868
Badhyan,Asia,India,28.976451,75.752161,Water Quality Management,100.7853317
Locher Rd,North America,USA,46.001784,-118.474153,Physical Aquifer Management,71.99533081
Edinburgh Park North,Oceania,Australia,-34.710873,138.657301,Ecological Benefits,12.48933315
Koraro-01,Africa,Ethiopia,13.974516,39.410441,Physical Aquifer Management,537.4260254
"Clark County Public Utilities District Building- 27H1,2",North America,USA,45.629749,-122.663473,Other Benefits,841.6246948
Isfara aquifer,Asia,Uzbekistan,40.377012,70.542695,Maximize Natural Storage,251.1433258
Nallan Pillai Petral,Asia,India,12.190454,79.251187,Maximize Natural Storage,338.6839905
Modanetta D,Europe,Italy,45.698,11.523,no data,478.7139893
Donauinsel Nord,Europe,Austria,48.236,16.415,Water Quality Management,527.7866821
Grand Prairie,North America,USA,34.473909,-91.417933,Physical Aquifer Management,547.8040161
Hansen Spreading Grounds,North America,USA,34.249909,-118.394929,Physical Aquifer Management,60.72733307
Geneuille,Europe,France,47.32335,5.969782,Water Quality Management,606.5079956
Wanghe River,Asia,China,37.369913,119.953193,Physical Aquifer Management,200.5200043
Wilwood,North America,USA,38.988951,-74.817914,no data,639.166687
Wittlaerer Werth,Europe,Germany,51.297,6.738,Water Quality Management,477.6199951
Prato,Europe,Italy,43.878,11.102,Maximize Natural Storage,352.4006653
Qingyang,Asia,China,35.678951,107.670036,Physical Aquifer Management,117.6320038
City of Tigard,North America,USA,45.412624,-122.789759,Maximize Natural Storage,815.9286499
Janki Devi Memorial College,Asia,India,28.641761,77.191504,Maximize Natural Storage,261.2086792
Jinhe well field,Asia,China,34.780507,117.325604,Physical Aquifer Management,301.4266663
McMullen ASR,North America,USA,41.520364,-93.787204,Maximize Natural Storage,403.9719849
Yavne-2,Asia,Israel,31.866523,34.719292,Water Quality Management,173.6186676
Jamia Hamdard University,Asia,India,28.512625,77.248695,Maximize Natural Storage,261.2086792
McCarthy Ranch,North America,USA,45.650079,-119.412243,no data,71.99533081
Nuestra Señora de Fátima,South America,Argentina,-30.35154626,-66.32171631,Physical Aquifer Management,-12.13066673
Rolinha,South America,Brasil,-6.33115,-37.20542,Maximize Natural Storage,275.5066528
Mount Laurel,North America,USA,39.944024,-74.901285,no data,639.166687
De Rug,Europe,Netherlands,51.081,5.823,Maximize Natural Storage,477.6199951
Name,South America,Chile,-35.73548532,-72.15531208,Ecological Benefits,505.7000122
"Boxing, Binzhou",Asia,China,37.067979,118.301231,Physical Aquifer Management,182.8006592
Glenore Grove Weir  (Lockyer Valley),Oceania,Australia,-27.518374,152.405378,Maximize Natural Storage,328.697998
Hosterwitz,Europe,Germany,51.01,13.85,Management of Water Distribution Systems,489.3106689
Olive Grove (Adams Creek),Oceania,Australia,-34.717029,138.685288,Ecological Benefits,12.48933315
Oregonian Bldg. - 3E3,North America,USA,45.514848,-122.681874,Other Benefits,815.9286499
University of Jinan,Asia,China,36.630561,117.020692,Physical Aquifer Management,153.3359985
"Portland Medical Center - 34N10,11",North America,USA,45.521281,-122.68166,Other Benefits,815.9286499
Fazenda Baixa Verde,South America,Brasil,-24.0413066,-48.97499,Maximize Natural Storage,503.1633301
N/A,Asia,China,31.224633,121.479031,Maximize Natural Storage,399.7593384
Manatee Road,North America,USA,26.046285,-81.689853,no data,413.2106628
La Güeya,South America,Argentina,-29.144444,-61.839694,Water Quality Management,261.936676
Ahuja Farm,Asia,India,28.482658,77.161292,Maximize Natural Storage,261.2086792
N/A,Asia,China,36.999577,107.999626,Maximize Natural Storage,105.8813324
Manatee Southwest Water Reclamation Facility,North America,USA,27.453184,-82.624524,Maximize Natural Storage,413.2106628
Zhulong River,Asia,China,35.013485,112.784603,Physical Aquifer Management,147.5053406
Río Manzanares,South America,Colombia,11.22689836,-74.15883064,Physical Aquifer Management,434.3873291
"Velddriel, Sellik",Europe,Netherlands,51.7627,5.2955,Water Quality Management,477.6199951
AI-Amalih,Asia,Saudi Arabia,25.590003,45.585775,Physical Aquifer Management,74.47133636
Tex Corp Limited,Asia,India,28.422209,76.993908,Maximize Natural Storage,261.2086792
Omaruru Delta (OMDEL),Africa,Namibia,-21.902015,14.513527,Maximize Natural Storage,-5.501999855
Dan Region,Asia,Israel,32.071701,34.815588,Physical Aquifer Management,173.6186676
City of St Helens,North America,USA,45.857228,-122.814742,Physical Aquifer Management,841.6246948
Santo Domingo,North America,Mexico,21.567778,-100.021111,Physical Aquifer Management,143.6840057
Nadiyapattu Odai,Asia,India,11.662141,79.406449,Physical Aquifer Management,477.8033447
Vernouillet,Europe,France,48.98010354,1.973342996,Water Quality Management,353.5666809
291 Farm,Asia,China,46.940808,131.512327,Maximize Natural Storage,164.7306671
Gaocheng,Asia,China,38.012931,114.86523,Physical Aquifer Management,101.0559998
"Anxin, Baoding",Asia,China,38.952347,116.026828,Maximize Natural Storage,80.96733093
Csepel Island,Europe,Hungary,47.29413,18.94318,Water Quality Management,285.5499878
"Jinxiang, Jining",Asia,China,35.062794,116.131964,Physical Aquifer Management,301.4266663
Alice Springs SAT,Oceania,Australia,-23.766975,133.892612,Maximize Natural Storage,44.58000183
Fiveash Water Treatment Plant,North America,USA,26.178858,-80.155505,no data,413.2106628
Sant ´Alessio,Europe,Italy,43.867103,10.51575,no data,352.4006653
EMBRAPA – Campo experimental da Caatinga BS-4,South America,Brasil,-9.069863,-40.328154,Maximize Natural Storage,101.4586639
Lagoa do Preá,South America,Brasil,-5.827327,-35.20528,Physical Aquifer Management,104.8533325
Hardwald,Europe,Switzerland,47.532,7.699,Maximize Natural Storage,583.7360229
Stiller Pond,North America,USA,46.052001,-118.468283,Other Benefits,71.99533081
Polokwane,Africa,South Africa,-23.863168,29.440344,Water Quality Management,96.60133362
North Reservoir – ASR-1 LM-6210,North America,USA,26.710555,-81.8386111,no data,413.2106628
City of St Helens – 4N/1W-5R1,North America,USA,45.857228,-122.814742,Physical Aquifer Management,841.6246948
